id,name,housenumber,street,city,state,postcode,phone,website,opening_hours,latitude,longitude,curbside_pickup,delivery,dine_in,editorial_summary,price_level,reservable,reviews,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takesout,user_ratings_total,rating,cuisine,updated_at
16605,Sushi by Bou,311,North Morgan Street,Chicago,IL,60607,+1-312-818-1156,https://sushibybou.com/,,41.887540,-87.651841,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16607,Cafe Sushi,1342,North Wells Street,Chicago,IL,60610,+1-312-337-0700,http://www.cafesushiwells.com/,Mo-Th 17:00-22:30; Fr-Sa 17:00-23:30; Su 16:00-21:30,41.906834,-87.634785,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16609,Tabo Sushi,205,West Upper Wacker Drive,Chicago,IL,60606,+1-312-980-1405,https://www.tabosushi.com/,,41.886700,-87.634226,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16610,Shine and Rise,756,West Webster Avenue,Chicago,IL,60614,+1-773-296-0101,https://www.shinerestaurant.com/,,41.921949,-87.648461,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16611,Seadog Sushi Bar,1500,West Division Street,Chicago,IL,60642,+1-773-235-8100,,,41.903586,-87.665226,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16612,Rock Wrap & Roll,2187,North Clybourn Avenue,Chicago,IL,60614,+1-773-472-2800,https://rockwrapandroll.com/,,41.921321,-87.663687,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16616,Friends Sushi,,,,,,,,,41.896955,-87.628361,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16618,Kai Sushi,,,,,,,,,41.893043,-87.641344,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16628,Sushi Payce,1417,West Fullerton Avenue,Chicago,IL,60614,,https://www.sushipayce.com/p-ayce-menu,,41.925042,-87.664038,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16629,Mirai Sushi,2020,West Division Street,Chicago,IL,60622,,,,41.903339,-87.678203,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16630,Nori,,,,,,,,,41.907241,-87.672288,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16633,Enso Sushi & Bar,,,,,,,,,41.910948,-87.677335,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16649,Bonchon Chicken,1732,West Division Street,Chicago,IL,60622,+1-773-360-7460,https://bonchon.com/,,41.903477,-87.671255,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16650,Sushi Taku,1904,West Division Street,Chicago,IL,60622,+1-773-252-8258,https://www.sushitaku.com/,,41.903452,-87.675145,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16652,Komorebi Sushi,1324,North Milwaukee Avenue,Chicago,IL,60622,+1-773-661-1243,https://www.komorebisushi.com/,,41.905667,-87.670396,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16660,Meraki Room,2028,West Division Street,Chicago,IL,60622,,,,41.903348,-87.678486,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16672,Little Wok,1950,West Division Street,Chicago,IL,60622,,https://www.little-wok.com/wicker-park,,41.903386,-87.676921,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16853,Nori Sushi Lincoln Park,954,West Diversey Parkway,Chicago,IL,60657,,,"Mo-Su 11:00-16:00, 17:00-22:00",41.932772,-87.653502,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16858,Ukai Sushi,1059,West Belmont Avenue,Chicago,IL,60657,+1-773-868-9900,https://ukai-japaenase-restaurant-onlinle-ordering.securebrygid.com/zgrid/themes/10649/intro/index.jsp,Mo-We 16:00-22:00; Th 15:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00,41.939770,-87.656366,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16859,Tanuki,3006,North Sheffield Avenue,Chicago,IL,60657,+1-773-360-1950,https://www.tanukichicago.com,"Mo-Th 11:30-22:00; Fr,Sa 11:30-23:00; Su 11:30-22:00",41.936554,-87.654143,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16870,Coast Sushi Bar,2045,North Damen Avenue,Chicago,IL,60647,+1-773-235-5775,http://www.coastsushi.net/,,41.918997,-87.677357,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16871,Sumo Sushi and Hibachi,2936,North Broadway,Chicago,IL,60657,+1-773-477-8510,http://www.sumosushichicago.com/,,41.935962,-87.644424,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16873,Toro Sushi,2546,North Clark Street,Chicago,IL,60614,+1-773-348-7255,,,41.932148,-87.645056,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16878,Sushi + Rotary Sushi Bar,3219,North Broadway,Chicago,IL,60657,,,"Mo-Th 12:00-14:30,17:00-22:00; Fr 12:00-14:30,17:00-23:00; Sa 12:30-23:00; Su 12:30-22:00",41.940715,-87.644273,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16888,Amore Sushi House,3715,North Halsted Street,Chicago,IL,60613,+1 773-648-6888,,12:00-22:00,41.949617,-87.649394,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16889,Diva,,,,,,,,Mo-Su 16:00-02:00,41.946704,-87.649600,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16890,Sushi Mura,3647,North Southport Avenue,Chicago,IL,60613,773-281-9155,https://www.sushimurachicago.com,,41.948472,-87.663898,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16935,Zoku Sushi,,,,,,,,,41.910721,-87.707026,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16961,Fin,,,,,,,,,41.965334,-87.672722,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16962,Jaiyen Sushi & Noodle,,,,,,,,,41.939269,-87.697647,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16963,Sakura,,,,,,,,,41.924715,-87.690219,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16965,Agami,,North Broadway,Chicago,IL,60640,,,Mo-Su 16:00-23:00,41.967503,-87.659099,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16975,Rolls N Bowls,4635,North Lincoln Avenue,Chicago,IL,60625,+17735064998,http://www.rollsnbowlschicago.com/,Mo-Th 16:00-22:00; Fr-Sa 16:00-22:30; Su 16:00-22:00,41.965880,-87.686601,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16976,Kraken Sushi,,,,,,,,,41.954808,-87.688709,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16977,Tanoshii,5547,North Clark Street,Chicago,IL,60640,,https://www.tanoshiiomakase.com/,,41.982995,-87.668496,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16978,Miku Sushi,4514,North Lincoln Avenue,Chicago,IL,60625,+1 (773) 654-1277,https://www.mikuchicago.com/,"Mo-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 11:00-22:00",41.963569,-87.685406,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16979,Nano Ramen and Sushi,3955,North Broadway,Chicago,IL,60613,+1 773 525 6266,https://nanosushichicago.com,Mo-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,41.954458,-87.650099,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16980,Wabi Sabi,,,,,,,,,41.964337,-87.654354,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16983,Gorilla Sushi,2735,North Milwaukee Avenue,,,,,,,41.930966,-87.710264,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16984,Sushi Taku,2283,North Milwaukee Avenue,,,,,,,41.922629,-87.696598,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16986,Kyōten,2507,West Armitage Avenue,Chicago,IL,60647,,,,41.917415,-87.690298,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16987,Kyōten Next Door,2513,West Armitage Avenue,Chicago,IL,60647,,,,41.917416,-87.690414,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18744,Bonchon Chicken,,,,,,,,,29.784491,-95.791223,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16989,YATAI Asian Street Food,6230,North Broadway,,,,+1-773-961-8000,https://yataitogo.square.site/,,41.995504,-87.660655,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
16990,Blowfish Sushi & Ramen,,,,,60660,(773) 654-3369,http://www.blowfishchicago.com/,Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-22:00,41.983798,-87.659294,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17060,Shinju Sushi,1375,East 53rd Street,Chicago,IL,60615,+1-773-966-6669,https://www.facebook.com/Shinju-Sushi-Japanese-Resturant-260536903153/,Mo-Su 11:00-22:00,41.799329,-87.592170,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17061,Hajime Asian Bistro,4170,West Division Street,,,,+1 320 217 8909,http://hajimestc.com/,,45.552734,-94.212673,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17105,Gorilla Sushi Bar,4945,North Milwaukee Avenue,Chicago,IL,60630,,,,41.970843,-87.763214,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17109,Lawrence Fish Market,3914,West Lawrence Avenue,Chicago,IL,60625,+1-773-267-6838,https://drive.google.com/file/d/1fAi9C06HSz3wj7qBo7Pvrk6oEnyYUtuL/view,,41.968419,-87.724950,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17114,Midori,3310,West Bryn Mawr Avenue,Chicago,IL,60659,+1-773-267-9733,,,41.983184,-87.711778,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17769,Koko Sushi,,,,,,,,,44.497083,-88.045082,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17772,Ichiban,,,,,,,,,42.302714,-89.651021,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17773,Umi Sushi Bar,3046,South Kimbrough Avenue,Springfield,MO,65807,+1-417-882-1110,https://www.facebook.com/umisushibarmo,,37.158597,-93.284943,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17775,Kobe Sushi,,,,,,,,Mo-Sa 11:30-20:00; Su 12:00-18:00,45.871072,-89.710220,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17777,Ninja Japanese and Chinese Restaurant,405,South Barstow Street,Eau Claire,WI,54701,,,,44.809955,-91.498327,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17778,Yamato,,,,,,,,,44.897948,-91.931559,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17779,Yaba Sushi - Roscoe,4817,East Rockton Road,Rockton,IL,61073,1-779-475-5088,https://www.yabasushiroscoe.com/,"Mo-Th 11:00-14:30,16:30-21:00; Fr-Sa 11:00-14:30,16:30-22:00; PH closed; Su 12:00-21:00",42.456033,-89.023366,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17782,JMK,,,,,,,,,42.297661,-88.979082,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17784,Sushi Station,2223,Louisiana Street,Lawrence,KS,66046,+1-785-856-3330,https://www.sushistationks.com/,"Su, Tu-Th 11:00-21:00; Fr-Sa 11:00-21:30",38.943489,-95.242459,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17785,Moriki Sushi,1800,East 23rd Street,Lawrence,KS,66046,+1-785-766-2195,https://www.morikisushiks.com,"Tu-Fr 11:00-14:00, 16:00-21:00; Sa-Su 12:00-21:00",38.943360,-95.211084,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17786,Sake Lounge,11953,South Strang Line Road,,,,,,,38.909311,-94.766309,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17787,Sushigawa,,,,,,,,,40.739448,-89.634219,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17789,Bonchon Chicken,1413,Leslie Drive,Bloomington,IL,61705,,,Su-Th 11:00-21:00; Fr-Sa 11:00-22:00,40.501478,-88.903565,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17801,Naree Kitchen Thai & Sushi,7933,State Avenue,Kansas City,KS,66112,+1 913 766 1202,https://www.nareekitchen.com/,Tu-Su 11:00-21:00,39.115777,-94.764559,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17809,Ika Grill,11725,Roe Avenue,Leawood,KS,66211,,,"Mo-Th 11:00-21:00, Fr 11:00-22:00, Sa 12:00-22:00, Su 12:00-21:00",38.915950,-94.637606,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17810,Tora Zushi,,,,,,,,,38.983420,-94.670630,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17826,Sushi UNI,12841,West 87th Street Parkway,Lenexa,KS,66215,913-322-8667,https://sushiuni87.com,Mo-Sa 11:00-21:30,38.970340,-94.735151,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17830,Green Tea Sushi Bar,1120,Laramie Street,Manhattan,,66502,+1-785-539-9888,,"Mo-Fr 11:00-15:00, 16:30-22:00; Sa 12:00-23:00; Su 12:00-22:00",39.184992,-96.574122,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17836,Sushi Ichiban,,,,,,,,,40.110861,-88.229104,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17838,Sushi Man,2028,North Prospect Avenue,Champaign,,61822,,https://sushimanchampaign2.com,,40.141058,-88.255202,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17841,Ling's Bistro,1550,Southwest Wanamaker Road,Topeka,KS,66604,+1-785-271-0050,https://www.lingsbistrotopekaks.com/,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 11:30-21:30,39.039172,-95.760586,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17843,EIU Food Court,,,,,,,https://www.eiu.edu/dining/union_food_court.php,"Mo-Fr 07:30-20:00, Sa-Su 11:00-20:00",39.481767,-88.175590,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17844,Wasabi,914,East Douglas Avenue,Wichita,KS,67202,,,,37.686247,-97.327020,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17846,Ninza Sushi Bar,,,,,,,,,37.690359,-97.243849,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17847,Saké Steak House & Sushi,,,,,,,,"Mo-Th 11:00-14:30,16:30-22:00; Fr 11:00-14:30,16:30-23:00; Sa 12:00-23:00; Su 12:00-22:00",37.697359,-97.268083,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17859,Koi Ramen,,,,,,,,,38.782941,-97.611851,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17860,Mr. Cao Japanese Steakhouse,1505,East 17th Avenue,Hutchinson,KS,67501,,https://www.mrcao.com/,,38.071645,-97.901321,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17861,Kaiyo Sushi,3503,Samson Way,Bellevue,NE,,,https://kaiyosushinebraska.com/,,41.141119,-95.966077,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17863,Wild Rice Sushi & Grill,,,,,,,http://www.wildricesushi.com,,41.138972,-96.041449,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17881,Happy Sushi,846,South Grand Avenue East,Springfield,IL,62703,+1-217-528-9799,,,39.786442,-89.644290,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17887,Yamato Japanese Steakhouse,8099,Jolliff Bridge Road,Centralia,IL,62801,+1 618 918 2288,https://yamatocentralia.com/,,38.534518,-89.157501,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17888,Sapa House,1623,Main Street,Dallas,TX,75201,+1 214-748-0746,https://www.ordersapahousedallas.com/,Mo-Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-21:00,32.781421,-96.797356,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17889,Oishi Sushi & Pan-Asian Cuisine,2525,Wycliff Avenue,Dallas,TX,75219,,https://www.oishiirestaurants.com/WyCliff.html,,32.810397,-96.819782,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17890,Deep Sushi,2624,Elm Street,Dallas,TX,75226,+1 214-651-1177,https://deepsushi.site/,,32.784167,-96.785578,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17891,Neon Kitten,2805,Main Street,Dallas,TX,75226,+1 972-804-2308,https://www.neonkittendallas.com,,32.784142,-96.783091,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17892,Sushi | Bar Dallas,,,,,,,,,32.781150,-96.791596,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17893,Sushi Sakana,2811,McKinney Avenue,Dallas,TX,75204,+1 469-620-2100,https://www.sushisakanatx.com/,"Mo-Th, Su 11:00-22:00; Fr,Sa 11:00-22:30",32.799457,-96.801151,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17894,SushiYa,1306,Elm Street,Dallas,TX,75202,+1 214-744-9600,https://www.sushiyatx.com,"Mo-Th 11:00-14:00, 17:30-21:00; Fr 11:00-14:00, 17:30-22:00; Sa Fr 11:00-14:00, 17:00-22:00",32.780961,-96.800893,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17908,Bonchon Chicken,4980,Belt Line Road,Dallas,TX,75254,+1 972 865 4088,https://locations.bonchon.com/ll/US/TX/Dallas/4980-Belt-Line-Road*-Suite-140,,32.953683,-96.826848,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17909,Hon Sushi,1902,East Belt Line Road,Carrollton,TX,75006,+1 972 417 7001,https://honsushitexas.com/,,32.953270,-96.889635,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17910,Mr. Sushi,4860,Belt Line Road,Dallas,TX,75254,,http://www.mrsushidallas.com/,,32.953204,-96.829037,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17912,Little Katana Sushi Bar,,,,,,,,,32.930427,-96.819194,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17913,Addison Sushi,4995,Addison Circle,Addison,TX,75001,+1 972 803 1192,https://addisonsushi.com/,,32.961748,-96.826218,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17914,The Low-Key Poke Joint,5100,Belt Line Road,Dallas,TX,75254,,,,32.951791,-96.821653,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17917,Sushi Time,,,,,,,,,32.821607,-96.856778,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17932,Osaka,12746,Westport Parkway,La Vista,NE,68138,,https://www.osakaomaha.com/,,41.179059,-96.114888,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17947,Grey Whale Poke Bowl,1317,Q Street,Lincoln,NE,68508,402-480-6868,https://www.greywhalepokebowl.com/,Mo-Sa 10:30-21:30; Su 11:00-21:00,40.815667,-96.701868,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17948,Shogun,,,,,,,,,40.775923,-96.706581,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18949,Haru Sushi,,,,,,,,,30.386822,-97.741872,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17949,Hiro 88,,,,,,+14022619388,https://hiro88.com/,Su-Th 11:00-22:00; Fr-Sa 11:00-22:00,40.816533,-96.712059,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17950,BLUE Sushi Sake Grill,808,R Street,Lincoln,NE,68508,402-805-4232,https://www.bluesushisakegrill.com/,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-21:00,40.817141,-96.709673,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17951,Grey Whale Sushi & Grill,129,North 10th Street,Lincoln,NE,68508,+1-402-327-8888,https://greywhalesushilincoln.com/,Mo-Th 11:00-21:30; Fr-Sa 11:00-22:30; Su 12:00-21:30,40.814196,-96.707435,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17952,Shokunin Sushi and Japanese Cuisine,440,North 8th Street,Lincoln,NE,68508,402-975-2007,,Tu-Th 11:30-22:00; Fr 09:00-18:00; Sa 12:00-22:00; Su 12:00-21:00,40.817894,-96.709741,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17965,Ninja,5650,North 33rd Circle,Lincoln,NE,68504,+1-402-435-8700,https://www.ninjalincoln.com/,Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 12:00-21:00,40.869244,-96.671338,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17973,Koen Japanese BBQ & Sushi,2601,Jamie Lane,Lincoln,NE,68512,+1-402-480-6116,https://www.koenlincoln.com/,Tu-Th 16:00-21:00; Fr 16:00-22:00; Sa 11:30-22:00; Su 11:30-21:00,40.728384,-96.684096,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17982,Gourmet House Japanese Cuisine,1325,2nd Avenue,Kearney,NE,68847,+1-308-338-8077,http://www.gourmethousejc.com/,"Mo,We,Th,Su 11:00-21:00; Fr,Sa 11:00-21:30; Tu closed",40.687813,-99.083915,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17984,Ninja Sushi,235,South Burlington Avenue,Hastings,,68901,,https://www.ninjahastings.com/,"Mo-Su 11:00-21:00; Fr,Sa 11:00-21:30",40.581830,-98.392084,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17985,Fresh Creek Sushi,,,,,,,,,40.195353,-98.068312,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17986,Hangout Ramen,1340,South Carrollton Avenue,New Orleans,LA,70118,,,,29.948734,-90.128499,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17987,Daiwa,4100,Veterans Memorial Boulevard,,,70002,+1-504-281-4646,https://www.daiwasushi.com/,,30.004069,-90.176874,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17989,Fuji Sushi,8814,Veterans Memorial Boulevard,,,,,,,30.004944,-90.223617,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17993,Uchi Sushi,,,,,,,,,29.986502,-90.365092,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17994,Rock-n-Sake,,,,,,,,,29.943886,-90.065398,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17995,Sushi Brothers,,,,,,,,,29.937900,-90.076015,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
17996,Rock N Roll Sushi,,,,,,,,,29.944627,-90.062012,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18001,Ginger Lime,,,,,,+1 504-525-7455,http://www.gingerlimesushi.com/,24/7,29.952825,-90.066194,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18002,Lin's Sushi & Poke,,,,,,,,,29.969231,-90.052195,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18004,Royal Sushi & Bar,,,,,,,,"Mo-Th,Su 12:00-21:00; Fr-Sa 12:00-22:00",29.964445,-90.059112,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18021,Hana Japanese,8116,Hampson Street,New Orleans,LA,70118,,https://hanasuchinola.com,,29.944130,-90.133968,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18070,Osaka West,804,U.S. Hwy 190,Covington,LA,70433,985-871-8199,,,30.441614,-90.081941,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18071,Akita Sushi,,,,,,,,,30.846185,-90.153318,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18073,Osaka Sushi & Grill,2809,Johnston Street,,,,,,,30.206029,-92.039120,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18074,Tsunami,,,,,,,https://www.servingsushi.com/lafayette,,30.226428,-92.017885,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18081,Tiger Sushi,4611,South Sherwood Forest Boulevard,Baton Rouge,LA,70816,+1-225-291-9933,https://www.tigersushi225.com/,Mo-Th 11:00-20:00; Fr-Sa 11:00-20:30,30.412323,-91.051003,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18082,Hunan & Ginza,4215,South Sherwood Forest Boulevard,Baton Rouge,LA,70816,+1-225-292-4462,https://www.hunanbrla.com/,Su-Sa 11:00-20:30,30.414870,-91.051191,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18087,Sushiko,650,Boardwalk Boulevard,Bossier City,LA,71111,(318) 746-2626,,"Su-Th 11:00-21:00, Fr-Sa 11:00-22:00",32.520134,-93.741466,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18090,Sushic,,,,,,,,Mo-Th 10:30-20:00; Fr 10:30-16:00,32.526402,-92.649018,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18092,Octopus Sushi and Hibachi,,,,,,,,,34.885614,-92.110561,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18093,Castano's Sushi House,2039,East Race Avenue,Searcy,AR,72143,+1 501-268-8898,https://www.facebook.com/CastanosHouse,,35.250277,-91.713092,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18095,Wasabi,,,,,,,,,34.747935,-92.270178,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18097,Rock N Roll Sushi,2607,McCain Boulevard,North Little Rock,AR,72116,+15014802103,https://rocknrollsushi.com/locations/north-little-rock-lakewood-village-shopping-center/,,34.796373,-92.234670,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18098,Bamboo Hibachi Sherwood,117,Country Club Road,,,72120,5018644906,https://bamboohibachi.weebly.com,"Mo-Sa 11:00-14:30,16:00-21:30",34.818405,-92.231934,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18107,Sen Sushi & Hibachi Grill,,,,,,,,,35.209781,-90.209970,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18108,Rock'n'Roll Sushi,1777,West Martin Luther King Junior Boulevard,Fayetteville,,72701,,,,36.056289,-94.185816,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18109,FujiSan,,,,,,,,,36.066404,-94.174827,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18110,Blu Fin Sishi & Bar,,,,,,,,,36.175465,-94.177600,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18111,Asian Chef,315,Highway 412 West,Siloam Springs,AR,72761,,,,36.173177,-94.544221,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18116,Rock and Roll Sushi Station,,,,,,,,,35.535517,-97.601623,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
18117,Sushi House,2630,Wolflin Avenue,Amarillo,TX,79109,+1-806-803-9470,,"Mo-Sa 11:00-14:15,17:00-21:00",35.193408,-101.865021,,,,,,,,,,,,,,,,,,,2025-02-24 21:24:20.868424
